email,day_of_week,start_time,end_time
,tuesday,20,18
,saturday,8,18
,tuesday,18,15
,thursday,12,17
,saturday,11,13
,monday,20,19
,wednesday,13,15
,thursday,9,14
,saturday,10,16
,saturday,14,16
,friday,20,18
,tuesday,18,12
,saturday,16,12
,sunday,15,11
,monday,12,20
,monday,8,20
,friday,12,20
,wednesday,9,18
,monday,9,16
,friday,14,19
,tuesday,17,15
,tuesday,8,11
,friday,18,17
,friday,14,14
,wednesday,9,20
,monday,16,10
,tuesday,19,20
,friday,11,19
,wednesday,14,19
,tuesday,19,14
,tuesday,13,10
,friday,18,17
,saturday,20,10
,sunday,15,20
,tuesday,16,20
,saturday,20,16
,sunday,20,18
,saturday,14,18
,sunday,19,14
,monday,19,20
,sunday,8,18
,thursday,17,21
,thursday,17,14
,monday,11,20
,wednesday,11,10
,thursday,10,10
,tuesday,19,21
,monday,18,13
,tuesday,12,20
,tuesday,15,12
,friday,17,10
,thursday,8,18
,monday,18,16
,monday,18,13
,tuesday,20,13
,sunday,17,21
,saturday,9,15
,monday,14,15
,tuesday,18,14
,friday,10,10
,sunday,20,15
,friday,17,17
,friday,9,20
,monday,9,14
,saturday,20,18
,tuesday,19,17
,saturday,19,21
,thursday,13,20
,friday,16,19
,thursday,13,13
,friday,13,14
,wednesday,10,14
,thursday,11,13
,thursday,8,11
,friday,10,9
,thursday,8,14
,sunday,11,10
,tuesday,12,19
,thursday,9,10
,saturday,8,20
,saturday,19,10
,friday,14,13
,monday,12,16
,thursday,10,9
,friday,15,10
,wednesday,17,11
,sunday,9,12
,sunday,20,11
,tuesday,13,11
,thursday,14,21
,saturday,18,19
,thursday,14,13
,sunday,18,19
,sunday,12,17
,monday,17,13
,monday,11,20
,tuesday,11,17
,thursday,20,12
,saturday,12,15
,sunday,14,12
,tuesday,20,16
,sunday,8,20
,wednesday,12,17
,friday,18,18
,saturday,11,14
,saturday,8,12
,wednesday,8,21
,tuesday,15,15
,monday,18,18
,monday,8,10
,wednesday,9,20
,monday,9,20
,saturday,15,15
,tuesday,20,9
,thursday,16,12
,monday,12,14
,tuesday,12,12
,sunday,17,12
,sunday,15,13
,saturday,9,16
,sunday,14,11
,sunday,9,20
,monday,12,17
,wednesday,19,12
,saturday,16,12
,friday,8,15
,wednesday,17,18
,friday,9,19
,tuesday,10,17
,monday,18,9
,monday,19,14
,monday,20,21
,tuesday,14,9
,sunday,8,13
,saturday,20,13
,sunday,20,15
,saturday,17,20
,tuesday,20,21
,thursday,8,15
,tuesday,11,17
,friday,17,11
,friday,18,9
,friday,13,17
,saturday,11,14
,monday,19,14
,thursday,8,9
,wednesday,11,10
,thursday,9,21
,wednesday,13,21
,friday,18,15
,sunday,15,12
,wednesday,16,15
,thursday,15,17
,wednesday,10,21
,friday,12,12
,wednesday,11,14
,friday,16,20
,tuesday,10,9
,tuesday,12,9
,sunday,12,17
,tuesday,19,9
,thursday,10,20
,thursday,10,12
,tuesday,17,21
,monday,10,19
,monday,15,9
,wednesday,20,13
,monday,20,20
,sunday,8,10
,wednesday,12,15
,friday,20,9
,saturday,19,21
,tuesday,9,20
,saturday,18,16
,thursday,10,16
,friday,15,21
,thursday,10,19
,tuesday,9,9
,friday,15,21
,thursday,20,19
,friday,14,9
,friday,13,10
,sunday,14,15
,tuesday,20,20
,thursday,16,20
,thursday,10,17
,friday,14,11
,friday,18,10
,saturday,11,10
,wednesday,20,11
,saturday,10,14
,thursday,11,15
,sunday,19,18
,friday,10,17
,sunday,14,15
,sunday,16,20
,monday,12,12
,friday,13,14
,thursday,14,20
,monday,16,17
,monday,8,17
,wednesday,10,9
,monday,13,18
,tuesday,15,20
,saturday,17,11
,tuesday,15,20
,monday,17,19
,saturday,13,19
,tuesday,15,14
,monday,20,15
,monday,17,13
,sunday,11,10
,tuesday,8,15
,thursday,11,18
,monday,12,19
,thursday,10,10
,sunday,9,18
,sunday,18,20
,friday,18,11
,sunday,13,11
,monday,16,15
,monday,11,14
,thursday,15,21
,wednesday,14,18
,saturday,20,21
,monday,13,18
,thursday,14,19
,monday,17,13
,wednesday,14,14
,saturday,9,16
,tuesday,13,15
,sunday,13,18
,monday,19,14
,sunday,18,19
,saturday,14,16
,saturday,10,17
,sunday,8,21
,friday,19,14
,tuesday,13,18
,tuesday,20,15
,tuesday,19,15
,tuesday,8,15
,wednesday,16,12
,sunday,12,21
,friday,19,10
,friday,20,14
,thursday,13,18
,monday,11,20
,wednesday,18,13
,friday,19,21
,friday,18,10
,tuesday,20,16
,saturday,18,20
,thursday,12,12
,monday,19,12
,friday,19,9
,saturday,20,15
,thursday,8,13
,tuesday,18,19
,saturday,13,16
,saturday,18,12
,sunday,19,12
,thursday,15,16
,saturday,17,19
,sunday,17,20
,saturday,17,19
,wednesday,16,13
,saturday,14,12
,thursday,19,11
,monday,13,18
,sunday,14,12
,friday,17,20
,monday,14,18
,friday,14,9
,sunday,17,20
,thursday,20,12
,saturday,9,15
,monday,20,16
,saturday,17,12
,friday,11,15
,thursday,9,11
,wednesday,20,12
,tuesday,8,18
,saturday,13,11
,saturday,11,9
,friday,14,19
,saturday,12,10
,thursday,8,9
,saturday,13,15
,friday,10,17
,sunday,17,12
,thursday,15,13
,tuesday,12,21
,wednesday,15,16
,saturday,19,13
,monday,17,9
,sunday,15,15
,wednesday,20,12
,tuesday,8,16
,saturday,14,14
,tuesday,20,19
,friday,10,9
,saturday,14,14
,sunday,12,19
,wednesday,12,15
,thursday,8,17
,tuesday,13,20
,wednesday,13,13
,wednesday,9,14
,tuesday,8,17
,sunday,12,14
,thursday,15,17
,friday,18,11
,thursday,14,10
,wednesday,10,13
,sunday,14,12
,friday,18,15
,friday,9,11
,thursday,8,11
,friday,12,14
,thursday,11,18
,sunday,15,11
,tuesday,13,15
,friday,12,19
,saturday,8,13
,wednesday,13,9
,sunday,9,20
,thursday,16,14
,sunday,11,12
,wednesday,19,9
,tuesday,11,18
,monday,10,9
,tuesday,18,20
,thursday,8,18
,monday,9,18
,tuesday,10,13
,monday,8,12
,saturday,13,15
,thursday,11,15
,thursday,16,17
,saturday,9,20
,friday,11,11
,thursday,20,18
,monday,10,18
,monday,8,15
,sunday,11,18
,friday,8,12
,tuesday,11,14
,thursday,13,9
,wednesday,17,15
,monday,19,10
,tuesday,10,10
,thursday,19,21
,sunday,11,17
,monday,17,21
,sunday,12,17
,sunday,16,17
,monday,12,14
,saturday,13,16
,tuesday,8,16
,monday,8,16
,thursday,18,15
,thursday,12,9
,friday,9,13
,friday,20,9
,wednesday,17,11
,thursday,20,15
,tuesday,19,17
,wednesday,16,13
,thursday,15,14
,monday,18,21
,saturday,10,11
,saturday,19,11
,monday,14,19
,friday,11,20
,saturday,11,11
,tuesday,11,15
,tuesday,18,16
,wednesday,19,21
,wednesday,14,11
,monday,20,21
,sunday,19,15
,monday,8,19
,sunday,9,10
,saturday,20,16
,wednesday,15,17
,saturday,16,17
,friday,18,16
,monday,20,14
,tuesday,19,10
,tuesday,18,12
,saturday,10,19
,friday,9,16
,friday,13,14
,friday,11,20
,tuesday,14,13
,tuesday,14,11
,thursday,14,19
,monday,13,14
,thursday,8,13
,friday,8,16
,saturday,11,19
,thursday,9,12
,friday,12,10
,thursday,14,21
,monday,9,10
,monday,19,9
,monday,9,9
,wednesday,14,16
,wednesday,19,20
,sunday,13,17
,tuesday,13,17
,tuesday,13,11
,monday,17,15
,wednesday,18,20
,wednesday,14,12
,tuesday,19,14
,friday,16,14
,saturday,19,18
,sunday,11,12
,friday,8,15
,thursday,17,10
,tuesday,12,14
,sunday,12,9
,monday,13,15
,friday,20,21
,sunday,20,13
,saturday,13,12
,friday,12,17
,saturday,9,9
,friday,10,10
,saturday,12,14
,thursday,15,16
,friday,17,12
,monday,16,11
,friday,15,14
,monday,9,20
,sunday,12,20
,thursday,19,17
,saturday,15,11
,monday,20,17
,monday,12,19
,friday,16,20
,friday,19,17
,tuesday,8,15
,saturday,11,12
,saturday,13,13
,monday,12,16
,thursday,12,14
,thursday,17,18
,tuesday,17,10
,sunday,14,17
,saturday,16,21
,saturday,13,17
,monday,15,9
,thursday,9,14
,monday,19,13
,friday,18,12
,monday,16,15
,sunday,14,14
,saturday,8,11
,tuesday,19,21
,sunday,14,20
,sunday,13,21
,sunday,20,21
,tuesday,8,20
,monday,12,14
,sunday,10,14
,friday,8,12
,sunday,17,13
,tuesday,8,20
,tuesday,19,17
,tuesday,9,9
,tuesday,13,21
,monday,13,14
,sunday,10,17
,monday,10,18
,sunday,10,13
,friday,9,21
,friday,8,17
,saturday,10,20
,saturday,18,10
,sunday,9,10
,sunday,8,20
,friday,8,17
,friday,15,10
,friday,20,10
,tuesday,12,11
,sunday,18,14
,friday,17,16
,wednesday,10,21
,thursday,14,21
,sunday,8,19
,monday,12,14
,tuesday,20,21
,tuesday,12,11
,thursday,15,14
,wednesday,15,10
,monday,8,12
,friday,10,11
,sunday,9,10
,friday,19,18
,monday,13,21
,sunday,13,11
,sunday,8,14
,tuesday,8,11
,saturday,15,12
,sunday,19,9
,saturday,19,20
,wednesday,16,21
,monday,10,13
,monday,9,12
,wednesday,19,17
,wednesday,16,12
,saturday,12,15
,friday,18,10
,saturday,10,21
,monday,12,18
,wednesday,8,13
,monday,8,13
,wednesday,12,18
,saturday,8,12
,friday,8,21
,saturday,19,13
,thursday,11,11
,wednesday,17,9
,tuesday,9,9
,saturday,16,12
,monday,11,11
,wednesday,19,14
,thursday,20,9
,tuesday,16,14
,monday,14,19
,saturday,14,11
,tuesday,10,13
,tuesday,13,13
,wednesday,17,20
,tuesday,19,10
,monday,18,21
,saturday,19,9
,wednesday,18,18
,tuesday,9,11
,friday,20,13
,friday,9,13
,saturday,13,21
,sunday,12,9
,saturday,8,13
,saturday,10,18
,saturday,12,15
,wednesday,17,20
,sunday,9,16
,thursday,17,9
,friday,12,21
,monday,13,18
,thursday,19,17
,tuesday,13,9
,sunday,19,13
,tuesday,19,19
,tuesday,19,19
,sunday,18,10
,friday,10,19
,monday,17,21
,thursday,19,10
,thursday,8,9
,friday,9,14
,thursday,10,15
,sunday,10,20
,tuesday,14,14
,thursday,13,17
,saturday,8,10
,monday,18,16
,thursday,17,17
,thursday,14,12
,monday,14,17
,friday,17,12
,saturday,12,11
,monday,17,16
,monday,20,9
,friday,12,14
,monday,13,14
,monday,14,16
,saturday,13,19
,thursday,9,19
,monday,15,19
,thursday,13,21
,saturday,15,10
,thursday,9,14
,monday,9,12
,saturday,16,9
,sunday,13,21
,thursday,15,10
,sunday,10,15
,friday,10,16
,friday,10,15
,friday,10,21
,thursday,8,14
,friday,13,14
,wednesday,19,10
,monday,16,20
,saturday,12,21
,wednesday,12,18
,friday,17,18
,thursday,18,17
,thursday,11,13
,saturday,20,9
,wednesday,16,15
,friday,8,18
,tuesday,19,18
,thursday,14,14
,wednesday,10,17
,thursday,11,12
,monday,18,11
,tuesday,16,15
,sunday,20,20
,wednesday,10,17
,friday,19,10
,wednesday,10,13
,wednesday,8,18
,friday,11,19
,saturday,9,18
,sunday,15,17
,tuesday,17,15
,monday,10,17
,saturday,8,13
,thursday,14,19
,thursday,16,16
,thursday,11,11
,friday,20,13
,friday,9,18
,monday,19,16
,tuesday,11,12
,saturday,8,19
,wednesday,10,12
,tuesday,13,17
,friday,12,14
,tuesday,19,21
,saturday,12,16
,wednesday,9,13
,wednesday,18,9
,thursday,17,11
,monday,11,15
,tuesday,18,15
,wednesday,14,17
,sunday,13,13
,wednesday,15,15
,friday,8,20
,sunday,10,11
,friday,18,9
,thursday,17,11
,monday,18,19
,friday,19,16
,tuesday,19,19
,tuesday,9,19
,tuesday,16,13
,wednesday,19,9
,sunday,18,15
,thursday,12,12
,tuesday,10,12
,thursday,15,12
,sunday,13,11
,sunday,13,9
,tuesday,20,14
,wednesday,12,12
,sunday,19,17
,thursday,11,18
,thursday,9,19
,tuesday,17,10
,thursday,20,21
,monday,14,11
,thursday,14,18
,friday,20,18
,saturday,15,14
,saturday,14,19
,tuesday,12,20
,sunday,14,21
,sunday,13,10
,friday,14,21
,wednesday,10,16
,monday,12,21
,sunday,19,17
,wednesday,10,10
,friday,10,20
,thursday,20,16
,tuesday,10,17
,tuesday,17,14
,thursday,19,20
,thursday,13,16
,thursday,15,15
,sunday,18,20
,friday,8,15
,tuesday,10,16
,thursday,11,15
,tuesday,10,16
,monday,19,18
,wednesday,11,11
,wednesday,20,13
,monday,14,14
,friday,10,14
,monday,18,14
,friday,15,17
,monday,11,10
,tuesday,15,10
,wednesday,20,21
,tuesday,15,13
,tuesday,17,20
,thursday,20,12
,friday,18,10
,friday,18,13
,saturday,9,19
,friday,17,20
,saturday,18,18
,sunday,9,9
,sunday,13,20
,thursday,20,10
,tuesday,11,21
,saturday,8,15
,thursday,8,15
,monday,16,16
,tuesday,13,12
,saturday,13,10
,thursday,10,19
,saturday,13,21
,thursday,14,9
,thursday,11,16
,thursday,17,20
,saturday,16,21
,monday,17,11
,friday,12,19
,friday,10,19
,wednesday,15,12
,friday,19,13
,monday,8,9
,tuesday,14,20
,saturday,17,14
,wednesday,8,13
,sunday,18,10
,friday,14,19
,wednesday,13,17
,sunday,18,10
,saturday,13,9
,monday,15,21
,tuesday,8,12
,friday,15,14
,saturday,16,19
,thursday,9,12
,wednesday,14,19
,thursday,13,18
,monday,10,17
,wednesday,18,17
,wednesday,10,18
,sunday,15,15
,saturday,20,17
,friday,16,20
,friday,14,17
,friday,13,9
,monday,15,9
,saturday,19,17
,saturday,16,18
,saturday,9,9
,tuesday,15,9
,wednesday,8,15
,thursday,10,16
,friday,16,14
,sunday,9,14
,thursday,9,16
,monday,12,18
,wednesday,17,11
,monday,15,15
,thursday,12,21
,wednesday,11,21
,monday,14,20
,tuesday,14,13
,thursday,17,17
,monday,14,17
,monday,8,13
,tuesday,8,9
,saturday,11,19
,monday,14,19
,saturday,12,9
,friday,14,9
,wednesday,8,17
,tuesday,10,9
,saturday,8,13
,tuesday,11,17
,monday,10,12
,friday,10,20
,wednesday,8,11
,saturday,8,17
,monday,14,10
,monday,12,14
,wednesday,17,18
,sunday,16,17
,wednesday,18,11
,monday,12,20
,saturday,14,12
,tuesday,9,9
,tuesday,19,15
,monday,20,15
,wednesday,14,12
,saturday,8,12
,monday,20,12
,wednesday,18,18
,thursday,13,14
,friday,16,15
,monday,17,17
,wednesday,10,20
,saturday,12,21
,tuesday,19,18
,tuesday,12,10
,friday,16,14
,monday,12,9
,wednesday,16,11
,friday,11,19
,saturday,20,17
,tuesday,17,14
,saturday,15,20
,monday,12,15
,wednesday,15,14
,saturday,10,13
,wednesday,19,17
,thursday,16,9
,tuesday,9,21
,sunday,19,19
,friday,18,16
,friday,15,19
,friday,20,19
,thursday,8,12
,friday,14,11
,thursday,11,12
,friday,18,16
,monday,8,18
,tuesday,13,17
,tuesday,19,21
,monday,18,13
,sunday,20,15
,friday,15,20
,monday,11,20
,monday,8,16
,friday,8,9
,monday,12,18
,tuesday,12,15
,wednesday,17,18
,thursday,11,12
,thursday,11,9
,thursday,17,10
,thursday,9,20
,saturday,15,16
,friday,13,10
,tuesday,19,11
,monday,18,11
,tuesday,15,12
,thursday,13,19
,tuesday,8,15
,thursday,11,14
,friday,13,18
,thursday,12,9
,monday,16,14
,sunday,16,14
,sunday,11,11
,friday,16,9
,thursday,19,17
,thursday,16,15
,tuesday,19,14
,monday,16,17
,saturday,17,21
,friday,8,10
,saturday,13,16
,monday,17,12
,saturday,10,9
,friday,10,16
,friday,13,16
,thursday,13,14
,sunday,11,16
,thursday,16,17
,saturday,12,16
,monday,19,17
,monday,12,9
,monday,20,18
,tuesday,15,21
,wednesday,10,16
,sunday,14,9
,tuesday,14,18
,saturday,12,15
,saturday,12,17
,tuesday,15,20
,thursday,17,18
,friday,9,16
,thursday,12,18
,saturday,20,11
,thursday,11,10
,friday,15,12
,thursday,20,17
,saturday,16,10
,saturday,12,11
,wednesday,13,19
,thursday,19,18
,monday,20,20
,wednesday,11,21
,tuesday,20,20
,tuesday,12,19
,wednesday,20,12
,tuesday,9,16
,friday,16,19
,tuesday,16,9
,thursday,9,11
,tuesday,15,13
,saturday,19,11
,wednesday,11,10
,friday,11,12
,thursday,11,19
,sunday,16,14
,monday,19,20
,wednesday,15,10
,wednesday,9,9
,tuesday,16,15
,saturday,12,18
,monday,15,12
,sunday,19,9
,thursday,16,11
,sunday,9,21
,thursday,16,12
,thursday,11,12
,tuesday,12,19
,thursday,10,21
,wednesday,19,12
,friday,11,15
,wednesday,8,16
,thursday,19,13
,thursday,15,13
,friday,14,10
,friday,18,10
,wednesday,17,13
,saturday,11,15
,saturday,19,16
,tuesday,12,9
,wednesday,16,16
,wednesday,19,18
,monday,9,12
,tuesday,15,12
,saturday,20,15
,wednesday,13,11
,thursday,17,9
,sunday,20,11
,friday,16,13
,thursday,20,20
,friday,13,11
,thursday,18,16
,saturday,10,19
,thursday,8,15
,sunday,16,14
,wednesday,17,11
,thursday,13,12
,tuesday,18,11
,tuesday,17,18
,thursday,16,14
,thursday,14,14
,sunday,12,15
,sunday,13,17
,wednesday,17,11
,friday,16,16
,tuesday,20,15
,saturday,12,12
,saturday,10,13
,saturday,9,15
,saturday,10,21
,sunday,15,16
,sunday,18,11
,wednesday,9,16
,sunday,11,13
,friday,15,10
,saturday,17,19
,wednesday,11,12
,sunday,11,17
,saturday,15,12
,tuesday,10,19
,sunday,12,13
,thursday,13,10
,tuesday,14,11
,sunday,16,12
,friday,9,17
,monday,13,10
,friday,18,12
,monday,13,13
,friday,17,9
,monday,11,11
,wednesday,13,14
,thursday,14,20
,thursday,8,12
,wednesday,11,11
,tuesday,16,13
,sunday,20,10
,friday,10,17
,thursday,10,17
,thursday,17,18
,thursday,10,12
,tuesday,18,21
,monday,10,15
,thursday,8,11
,saturday,12,9
,saturday,19,21
,monday,13,13
,monday,17,17
,friday,16,11
,sunday,11,15
,sunday,15,16
,monday,10,20
,thursday,20,20
,thursday,20,14
,friday,11,19
,friday,10,18
,thursday,16,16
,saturday,19,18
,friday,11,21
,monday,12,14
,tuesday,9,9
,tuesday,15,12
,tuesday,20,17
,saturday,16,13
,sunday,8,14
,sunday,9,9
,tuesday,18,10
,wednesday,10,19
,monday,18,15
,friday,18,21
,tuesday,12,18
,friday,8,9
,wednesday,13,15
,friday,12,13
,wednesday,8,21
,sunday,20,10
,monday,19,21
,monday,13,14
,tuesday,11,11
,monday,11,19
,friday,9,21
,sunday,8,13
,wednesday,8,14
,friday,17,21
,wednesday,8,9
,friday,9,17
,tuesday,19,16
,saturday,19,21
,saturday,15,13
,wednesday,11,18
,wednesday,17,20
,friday,9,13
,friday,20,9
,wednesday,11,13
,wednesday,19,14
,friday,17,21
,thursday,10,12
,sunday,8,9
,sunday,8,19
,sunday,9,10
,tuesday,9,14
,tuesday,11,13
,friday,15,12
,tuesday,16,11
,thursday,15,13
,monday,13,17
,friday,12,13
,tuesday,8,11
,thursday,11,13
,friday,19,13
,sunday,18,13
,wednesday,9,17
,tuesday,15,21
,wednesday,13,19
,thursday,15,18
,thursday,17,20
,wednesday,13,15
,friday,14,15
,friday,19,11
,thursday,14,12
,sunday,14,19
,wednesday,11,11
,tuesday,13,21
,monday,12,16
,wednesday,9,9
,monday,19,14
,saturday,9,9
,saturday,20,9
,wednesday,19,14
,saturday,10,19
,wednesday,16,13
,monday,13,20
,sunday,12,9
,sunday,19,14
,thursday,12,21
,monday,14,16
,sunday,17,12
,tuesday,11,19
,friday,11,21
,wednesday,20,16
,thursday,17,19
,friday,20,9
,thursday,20,21
,saturday,16,16
,monday,12,11
,saturday,12,14
,tuesday,14,9
,thursday,8,9
,thursday,12,13
,wednesday,14,11
,wednesday,17,10
,friday,11,14
,wednesday,15,14
,thursday,17,15
,friday,12,19
,wednesday,11,14
,saturday,17,12
,saturday,13,17
,monday,18,9
,tuesday,16,17
,wednesday,8,20
,sunday,10,10
,wednesday,18,13
,saturday,12,20
,saturday,17,17
,monday,18,10
,sunday,14,11
,thursday,12,11
,wednesday,19,18
,sunday,11,21
,monday,11,19
,thursday,9,11
,thursday,11,13
,monday,17,15
,friday,13,14
,saturday,9,18
,friday,13,18
,wednesday,16,20
,thursday,8,14
,monday,12,17
,sunday,13,20
,monday,14,20
,friday,15,21
,thursday,8,11
,wednesday,9,18
,friday,14,9
,tuesday,20,13
,saturday,17,14
,sunday,12,15
,saturday,14,11
,tuesday,19,12
,monday,11,17
,friday,8,20
,monday,9,11
,saturday,13,15
,friday,13,19
,monday,17,14
,saturday,16,21
,saturday,19,21
,sunday,12,10
,tuesday,13,11
,sunday,19,20
,friday,18,17
,friday,9,14
,tuesday,19,14
,friday,15,16
,saturday,15,15
,tuesday,18,12
,monday,9,13
,sunday,8,11
,wednesday,9,18
,saturday,12,14
,thursday,19,17
,monday,11,15
,monday,19,11
,monday,13,18
,thursday,12,19
,friday,12,14
,friday,15,9
,wednesday,10,16
,thursday,9,18
,friday,16,14
,friday,14,15
,thursday,9,19
,tuesday,15,11
,saturday,15,16
,sunday,12,12
,friday,16,13
,monday,8,9
,thursday,18,20
,saturday,11,21
,monday,8,21
,thursday,13,21
,thursday,17,11
,sunday,13,18
,tuesday,13,20
,saturday,9,20
,saturday,17,12
,sunday,15,14
,thursday,20,13
,saturday,18,9
,thursday,13,16
,saturday,11,9
,wednesday,10,21
,monday,13,19
,sunday,20,14
,monday,9,13
,sunday,8,12
,thursday,18,15
,saturday,13,20
,tuesday,17,12
,sunday,16,19
,tuesday,15,18
,saturday,11,21
,monday,11,13
,wednesday,11,12
,wednesday,13,9
,sunday,19,11
,wednesday,11,14
,sunday,12,14
,sunday,11,20
,monday,18,20
,sunday,12,12
,thursday,10,9
,wednesday,8,16
,wednesday,18,19
,saturday,12,15
,saturday,11,11
,saturday,19,18
,monday,20,19
,friday,16,9
,saturday,19,19
,friday,10,11
,thursday,14,17
,tuesday,11,19
,friday,17,15
,monday,18,21
,monday,13,17
,thursday,15,19
,sunday,10,9
,thursday,12,10
,friday,14,11
,sunday,14,10
,sunday,20,10
,thursday,20,20
,friday,18,19
,wednesday,20,17
,thursday,20,10
,thursday,14,10
,wednesday,20,15
,sunday,20,15
,saturday,20,20
,wednesday,18,12
,sunday,20,9
,thursday,17,19
,wednesday,17,17
,friday,17,21
,sunday,15,9
,wednesday,12,21
,friday,18,16
,friday,10,21
,wednesday,17,20
,monday,20,19
,monday,13,17
,thursday,20,15
,friday,10,10
,monday,18,14
,sunday,19,16
,sunday,12,20
,friday,12,12
,saturday,10,18
,wednesday,11,11
,saturday,17,11
,friday,10,15
,monday,16,10
,monday,12,14
,tuesday,18,19
,wednesday,19,11
,thursday,16,11
,wednesday,14,18
,monday,8,20
,saturday,18,14
,friday,15,20
,saturday,8,21
,tuesday,8,15
,saturday,15,10
,tuesday,15,9
,wednesday,10,19
,friday,12,11
,monday,15,19
,thursday,17,16
,monday,10,17
,sunday,12,21
,friday,14,11
,friday,12,12
,saturday,13,15
,friday,18,16
,saturday,13,12
,wednesday,9,17
,monday,15,21
,monday,12,15
,sunday,16,16
,sunday,11,17
,monday,13,11
,saturday,13,12
,sunday,14,13
,monday,12,14
,monday,11,18
,tuesday,18,16
,friday,9,15
,wednesday,15,9
,monday,12,17
,friday,20,9
,monday,12,21
,thursday,14,10
,monday,18,13
,sunday,10,12
,wednesday,12,15
,monday,18,20
,monday,9,19
,thursday,13,14
,saturday,16,21
,sunday,13,15
,thursday,14,20
,saturday,15,17
,wednesday,8,13
,tuesday,10,10
,tuesday,13,14
,thursday,13,11
,saturday,19,21
,friday,10,15
,monday,9,18
,monday,11,21
,saturday,12,10
,sunday,13,14
,friday,14,19
,saturday,11,14
,wednesday,20,18
,monday,14,15
,wednesday,16,15
,thursday,20,13
,thursday,16,17
,thursday,11,10
,saturday,9,16
,wednesday,20,9
,thursday,8,16
,saturday,17,18
,thursday,17,14
,sunday,18,20
,friday,10,9
,sunday,13,12
,friday,9,19
,tuesday,16,12
,friday,12,15
,friday,9,21
,wednesday,11,17
,sunday,9,14
,monday,19,11
,monday,12,12
,sunday,12,21
,wednesday,17,14
,wednesday,15,19
,sunday,16,19
,saturday,19,13
,thursday,18,18
,sunday,12,10
,wednesday,10,20
,thursday,14,9
,tuesday,17,10
,friday,15,11
,friday,15,10
,monday,18,19
,thursday,17,11
,wednesday,14,15
,monday,11,17
,friday,14,15
,thursday,8,15
,sunday,10,11
,monday,17,17
,thursday,18,19
,monday,16,16
,sunday,14,11
,tuesday,15,16
,tuesday,15,17
,wednesday,12,21
,friday,16,16
,monday,13,12
,wednesday,11,20
,sunday,9,16
,monday,20,11
,monday,16,16
,monday,15,16
,monday,13,19
,tuesday,20,18
,monday,19,10
,wednesday,14,14
,monday,15,16
,saturday,17,10
,saturday,14,9
,thursday,11,18
,sunday,12,18
,sunday,9,11
,sunday,11,13
,monday,19,18
,friday,15,16
,monday,19,10
,monday,18,11
,monday,10,20
,thursday,17,17
,monday,20,21
,thursday,12,10
,sunday,9,20
,thursday,17,18
,saturday,11,10
,wednesday,15,20
,thursday,13,19
,wednesday,15,14
,friday,8,19
,sunday,14,17
,sunday,19,20
,wednesday,18,18
,wednesday,14,16
,tuesday,16,9
,tuesday,12,16
,sunday,17,14
,saturday,19,11
,wednesday,14,21
,tuesday,18,13
,monday,13,10
,thursday,19,10
,tuesday,18,10
,thursday,9,10
,wednesday,19,14
,tuesday,16,13
,saturday,14,20
,saturday,18,16
,thursday,13,20
,friday,10,17
,thursday,16,13
,sunday,8,21
,tuesday,9,12
,monday,18,17
,tuesday,12,21
,saturday,9,10
,wednesday,15,18
,sunday,15,17
,sunday,13,13
,saturday,8,16
,tuesday,14,14
,sunday,8,9
,friday,16,11
,saturday,12,15
,monday,15,15
,saturday,15,21
,friday,9,14
,friday,15,15
,friday,18,14
,wednesday,8,11
,saturday,20,9
,friday,18,11
,thursday,12,20
,friday,16,9
,saturday,9,16
,thursday,19,14
,tuesday,19,14
,friday,11,12
,monday,10,20
,wednesday,20,11
,wednesday,17,18
,monday,13,15
,monday,18,9
,monday,19,21
,wednesday,18,11
,saturday,11,18
,tuesday,11,18
,monday,20,12
,monday,10,21
,monday,8,10
,thursday,9,10
,monday,10,10
,friday,16,15
,friday,12,20
,thursday,10,14
,tuesday,8,17
,sunday,9,18
,sunday,14,21
,friday,15,10
,saturday,19,18
,friday,10,18
,tuesday,10,18
,saturday,9,19
,tuesday,17,17
,friday,15,12
,sunday,14,13
,monday,18,18
,tuesday,18,10
,saturday,8,13
,wednesday,13,20
,thursday,16,9
,tuesday,16,9
,sunday,19,12
,monday,10,12
,wednesday,15,16
,monday,11,12
,wednesday,18,10
,sunday,9,18
,tuesday,15,10
,monday,8,20
,thursday,19,21
,friday,10,17
,thursday,9,11
,monday,13,11
,sunday,8,16
,wednesday,15,10
,saturday,10,20
,tuesday,18,9
,wednesday,19,16
,monday,20,21
,thursday,10,17
,friday,18,9
,saturday,9,16
,tuesday,19,16
,thursday,8,10
,friday,17,16
,sunday,14,13
,sunday,15,19
,monday,9,17
,tuesday,11,16
,monday,9,12
,friday,9,20
,wednesday,13,11
,tuesday,16,20
,saturday,15,9
,thursday,18,13
,thursday,12,12
,saturday,14,17
,friday,13,18
,saturday,14,21
,monday,17,13
,thursday,12,16
,monday,11,14
,wednesday,18,17
,monday,14,17
,tuesday,11,18
,tuesday,14,18
,thursday,15,19
,wednesday,17,13
,thursday,12,11
,sunday,13,9
,monday,18,18
,friday,20,17
,monday,10,9
,wednesday,20,12
,tuesday,11,18
,tuesday,8,12
,sunday,20,15
,thursday,14,11
,tuesday,16,18
,tuesday,15,9
,friday,20,13
,tuesday,14,21
,tuesday,20,17
,wednesday,19,13
,wednesday,9,13
,monday,15,20
,tuesday,19,15
,monday,15,15
,tuesday,20,15
