pid|creator_email|project_name|tag|project_date|day_of_week|start_time|end_time|curr_capacity|goal_capacity|city|state|description,,
"|""""|amet","|consequat|10/24/2016|wednesday|12|22|0|10|Minneapolis|MN|""""",
"|""""|dui.|dui|03/08/2018|wednesday|12|14|0|5|Hilo|HI|""""",,
"|""""|faucibus|non|07/19/2017|saturday|17|15|0|50|Huntsville|AL|""""",,
"|""""|interdum.|hendrerit|11/08/2018|monday|16|11|0|25|Allentown|PA|""""",,
"|""""|nulla|amet|06/30/2018|thursday|18|18|0|10|Fresno|CA|""""",,
"|""""|Integer|nisi|04/18/2017|friday|15|11|0|50|Lansing|MI|""""",,
"|""""|dolor|nunc.|01/31/2017|sunday|20|9|0|10|Atlanta|GA|""""",,
"|""""|Lorem|Nunc|08/22/2017|thursday|12|14|0|50|Grand Rapids|MI|""""",,
"|""""|sed","|dolor|08/06/2017|saturday|13|15|0|50|Great Falls|MT|""""",
"|""""|ultrices",|lorem,"|06/06/2017|friday|9|12|0|50|Eugene|OR|"""""
"|""""|risus.|eleifend|08/01/2017|tuesday|20|20|0|25|Toledo|OH|""""",,
"|""""|egestas|egestas.|01/09/2016|tuesday|9|21|0|5|Anchorage|AK|""""",,
"|""""|rutrum|enim|05/17/2017|sunday|18|10|0|25|Nashville|TN|""""",,
"|""""|magna.|sodales|01/20/2019|friday|11|20|0|5|Independence|MO|""""",,
"|""""|egestas.|Curabitur|01/12/2018|wednesday|11|13|0|10|Allentown|PA|""""",,
"|""""|Ut|quis|02/27/2017|sunday|15|11|0|50|Minneapolis|MN|""""",,
"|""""|iaculis|Proin|04/10/2019|friday|19|20|0|50|Fort Worth|TX|""""",,
"|""""|adipiscing.|ac|02/17/2019|monday|17|21|0|5|Philadelphia|PA|""""",,
"|""""|Fusce|ipsum|04/19/2017|monday|12|15|0|50|Reno|NV|""""",,
"|""""|diam|enim.|05/04/2016|monday|10|11|0|5|Austin|TX|""""",,
"|""""|fringilla|malesuada|04/13/2016|wednesday|15|10|0|5|Davenport|IA|""""",,
"|""""|Pellentesque|Sed|02/21/2018|saturday|12|17|0|10|Bangor|ME|""""",,
"|""""|est.|et|01/16/2017|sunday|11|15|0|25|Baton Rouge|LA|""""",,
"|""""|ac|et|09/30/2017|tuesday|12|12|0|10|Newark|DE|""""",,
"|""""|Aenean|Quisque|10/16/2018|saturday|15|12|0|5|Olympia|WA|""""",,
"|""""|a","|sed|08/18/2018|monday|18|22|0|5|Sandy|UT|""""",
"|""""|ac|a|04/18/2016|thursday|16|10|0|50|Lansing|MI|""""",,
"|""""|turpis|dui.|05/16/2017|thursday|10|21|0|5|Montpelier|VT|""""",,
"|""""|ut|augue|03/16/2016|monday|19|19|0|25|Phoenix|AZ|""""",,
"|""""|Nam|pede.|04/13/2019|wednesday|8|17|0|10|Missoula|MT|""""",,
"|""""|quam.|Morbi|01/29/2019|thursday|11|17|0|10|Tulsa|OK|""""",,
"|""""|eget|in|08/07/2018|tuesday|15|18|0|50|Gaithersburg|MD|""""",,
"|""""|facilisis|odio|07/23/2018|monday|10|15|0|5|Milwaukee|WI|""""",,
"|""""|nec|vitae|09/14/2016|thursday|10|9|0|25|Burlington|VT|""""",,
"|""""|ac|lobortis.|03/30/2018|thursday|13|13|0|5|Clarksville|TN|""""",,
"|""""|lectus|vulputate|01/11/2018|tuesday|10|13|0|5|Billings|MT|""""",,
"|""""|a|Etiam|05/22/2018|monday|19|17|0|10|Springdale|AR|""""",,
"|""""|eget|eget|04/05/2017|sunday|12|19|0|50|Cambridge|MA|""""",,
"|""""|nibh|vel","|10/11/2017|thursday|18|19|0|10|Erie|PA|""""",
"|""""|gravida|vitae|10/14/2016|saturday|8|9|0|5|Columbia|MD|""""",,
"|""""|laoreet|hendrerit|02/08/2017|monday|17|21|0|10|Augusta|GA|""""",,
"|""""|elementum|blandit|12/08/2016|thursday|9|18|0|10|Montgomery|AL|""""",,
"|""""|est.|sem|05/23/2017|saturday|17|14|0|10|Lawton|OK|""""",,
"|""""|sapien.|mi|07/25/2017|wednesday|17|17|0|50|Billings|MT|""""",,
"|""""|et|et|11/15/2016|wednesday|10|17|0|10|Los Angeles|CA|""""",,
"|""""|Aliquam|massa.|03/02/2018|saturday|17|10|0|5|Hilo|HI|""""",,
"|""""|lorem","|et|06/02/2017|saturday|8|20|0|50|Aurora|CO|""""",
"|""""|nisi.|egestas|08/06/2018|saturday|14|21|0|10|West Jordan|UT|""""",,
"|""""|sollicitudin|mauris|03/02/2016|saturday|17|18|0|10|Louisville|KY|""""",,
"|""""|nec","|vel|02/24/2017|tuesday|16|10|0|5|Orlando|FL|""""",
"|""""|et|diam|08/17/2017|thursday|12|21|0|25|Louisville|KY|""""",,
"|""""|Etiam|tempor|08/01/2016|tuesday|8|10|0|50|West Valley City|UT|""""",,
"|""""|adipiscing.|orci|05/18/2018|thursday|18|12|0|5|Hattiesburg|MS|""""",,
"|""""|est","|Donec|04/03/2016|wednesday|19|9|0|10|Juneau|AK|""""",
"|""""|pede.|mauris|01/08/2018|wednesday|19|20|0|5|Omaha|NE|""""",,
"|""""|tristique|mi.|12/11/2018|monday|9|15|0|5|Grand Rapids|MI|""""",,
"|""""|auctor|lorem|10/04/2016|tuesday|8|18|0|10|Missoula|MT|""""",,
"|""""|luctus|conubia|07/29/2018|friday|14|20|0|10|Henderson|NV|""""",,
"|""""|Aliquam|Phasellus|05/18/2016|thursday|11|22|0|50|Owensboro|KY|""""",,
"|""""|nisi.|et","|02/10/2016|saturday|8|11|0|25|Great Falls|MT|""""",
"|""""|Quisque|Pellentesque|03/09/2017|friday|15|10|0|5|Broken Arrow|OK|""""",,
"|""""|ipsum.|luctus|01/12/2017|thursday|8|14|0|10|Bloomington|MN|""""",,
"|""""|sodales|sociis|05/31/2017|friday|15|13|0|5|Columbia|MO|""""",,
"|""""|Nulla|nostra","|05/22/2017|tuesday|13|11|0|10|Tampa|FL|""""",
"|""""|lacus|odio.|10/20/2018|thursday|10|22|0|10|Laramie|WY|""""",,
"|""""|Nam|diam|06/13/2017|monday|8|11|0|10|Dallas|TX|""""",,
"|""""|Ut|vitae","|12/22/2017|wednesday|19|19|0|5|Boston|MA|""""",
"|""""|magnis|augue|12/14/2018|thursday|15|19|0|50|Idaho Falls|ID|""""",,
"|""""|lobortis|ante.|03/21/2019|thursday|14|9|0|10|San Antonio|TX|""""",,
"|""""|Proin|ac|05/31/2017|monday|17|21|0|5|Mesa|AZ|""""",,
"|""""|Vestibulum|eu|04/04/2017|tuesday|16|16|0|25|Pocatello|ID|""""",,
"|""""|non","|odio|02/27/2016|thursday|10|17|0|10|Kansas City|KS|""""",
"|""""|vulputate","|at|06/22/2018|tuesday|14|22|0|10|Anchorage|AK|""""",
"|""""|semper|condimentum.|05/23/2016|monday|11|14|0|50|Eugene|OR|""""",,
"|""""|dapibus|venenatis|01/29/2017|monday|19|22|0|50|Waterbury|CT|""""",,
"|""""|iaculis|arcu.|03/02/2019|friday|19|13|0|50|Stamford|CT|""""",,
"|""""|eu|vestibulum","|11/02/2018|saturday|10|10|0|50|Omaha|NE|""""",
"|""""|mauris.|tempus|09/10/2016|saturday|16|10|0|25|Waterbury|CT|""""",,
"|""""|Sed|orci","|09/05/2017|sunday|11|10|0|25|Reno|NV|""""",
"|""""|scelerisque|adipiscing|07/30/2016|thursday|13|18|0|25|Salt Lake City|UT|""""",,
"|""""|elementum|quis|01/25/2019|saturday|18|11|0|5|Harrisburg|PA|""""",,
"|""""|vitae|posuere|07/24/2018|friday|15|15|0|25|Houston|TX|""""",,
"|""""|conubia|Nunc|09/29/2018|thursday|15|12|0|25|Bear|DE|""""",,
"|""""|pellentesque|Aenean|09/18/2017|saturday|10|16|0|10|Hilo|HI|""""",,
"|""""|eu","|Aliquam|09/11/2017|friday|8|12|0|25|Stamford|CT|""""",
"|""""|pretium|elit","|06/18/2017|tuesday|20|21|0|5|Shreveport|LA|""""",
"|""""|et",|imperdiet,"|04/26/2018|tuesday|20|10|0|50|Helena|MT|"""""
"|""""|nunc|Donec|04/02/2016|sunday|17|16|0|50|Great Falls|MT|""""",,
"|""""|amet|vulputate|05/02/2016|friday|17|9|0|5|Aurora|CO|""""",,
"|""""|volutpat|sem|04/18/2017|sunday|19|20|0|10|Wichita|KS|""""",,
"|""""|ante|Aliquam|05/12/2017|wednesday|12|20|0|50|Broken Arrow|OK|""""",,
"|""""|faucibus|molestie|05/26/2018|wednesday|17|20|0|5|Rochester|MN|""""",,
"|""""|ullamcorper.|vel","|12/02/2017|monday|8|13|0|50|Columbus|OH|""""",
"|""""|dolor|libero|05/27/2018|tuesday|14|11|0|50|Erie|PA|""""",,
"|""""|Donec|interdum|10/15/2018|wednesday|19|9|0|50|West Jordan|UT|""""",,
"|""""|ligula.|nunc|01/08/2017|sunday|17|16|0|5|Boston|MA|""""",,
"|""""|Phasellus|Maecenas|08/17/2016|thursday|10|17|0|10|Little Rock|AR|""""",,
"|""""|cursus|commodo|10/08/2018|monday|19|18|0|5|Huntsville|AL|""""",,
"|""""|Duis|est.|04/21/2017|saturday|16|16|0|25|Annapolis|MD|""""",,
"|""""|hendrerit|in|04/11/2019|monday|18|11|0|5|Jefferson City|MO|""""",,
"|""""|Cras|diam|08/15/2016|sunday|13|20|0|5|Duluth|MN|""""",,
"|""""|Donec|Nullam|08/12/2016|monday|8|13|0|5|Stamford|CT|""""",,
"|""""|eu|risus|07/28/2017|saturday|17|17|0|5|Kaneohe|HI|""""",,
"|""""|id|blandit.|09/03/2016|sunday|17|9|0|10|Jackson|MS|""""",,
"|""""|placerat",|elit,"|12/26/2016|friday|9|11|0|50|Baton Rouge|LA|"""""
"|""""|porta|lectus|10/27/2018|sunday|15|9|0|5|Kailua|HI|""""",,
"|""""|metus|ipsum|04/04/2016|monday|18|15|0|50|South Burlington|VT|""""",,
"|""""|amet|nisl|04/03/2018|wednesday|19|13|0|5|Grand Island|NE|""""",,
"|""""|leo.|lorem.|08/30/2016|friday|17|16|0|10|Tuscaloosa|AL|""""",,
"|""""|luctus.|Donec|03/10/2018|thursday|20|16|0|10|Hattiesburg|MS|""""",,
"|""""|hymenaeos.|Proin|12/17/2018|saturday|20|13|0|10|Portland|OR|""""",,
"|""""|vitae","|metus|03/10/2016|thursday|14|15|0|25|Tulsa|OK|""""",
"|""""|nunc|a","|07/23/2018|thursday|13|19|0|25|Lafayette|LA|""""",
"|""""|purus","|Donec|04/30/2016|tuesday|17|19|0|25|Kansas City|KS|""""",
"|""""|sit|ridiculus|04/06/2017|monday|15|18|0|5|Pocatello|ID|""""",,
"|""""|Donec|Phasellus|03/29/2018|monday|16|22|0|10|Grand Rapids|MI|""""",,
"|""""|aliquet.|risus|02/13/2016|monday|14|22|0|10|Baton Rouge|LA|""""",,
"|""""|quam","|ac|07/14/2017|friday|15|10|0|50|Lincoln|NE|""""",
"|""""|Sed|et|03/20/2016|monday|17|16|0|50|Kaneohe|HI|""""",,
"|""""|at|metus|01/29/2017|wednesday|12|10|0|5|Tuscaloosa|AL|""""",,
"|""""|parturient|pede","|12/19/2018|friday|15|12|0|50|Boise|ID|""""",
"|""""|semper|purus.|12/07/2017|saturday|20|16|0|5|Austin|TX|""""",,
"|""""|et|Sed|02/13/2019|thursday|14|12|0|25|Green Bay|WI|""""",,
"|""""|enim|augue.|06/08/2018|wednesday|13|10|0|50|Gary|IN|""""",,
"|""""|dignissim|Mauris|09/23/2016|thursday|10|13|0|10|Atlanta|GA|""""",,
"|""""|amet|Sed|11/29/2018|saturday|20|12|0|25|Shreveport|LA|""""",,
"|""""|amet","|id|05/29/2017|wednesday|13|10|0|10|Olathe|KS|""""",
"|""""|tempor|magna|02/17/2016|monday|13|20|0|50|Kansas City|KS|""""",,
"|""""|a","|Nulla|08/25/2017|saturday|15|17|0|25|Kansas City|MO|""""",
"|""""|eget|accumsan|06/04/2017|friday|18|12|0|10|Metairie|LA|""""",,
"|""""|sit|Duis|11/30/2018|tuesday|10|15|0|10|Columbia|MO|""""",,
"|""""|feugiat|elit|11/26/2018|monday|17|10|0|25|Lansing|MI|""""",,
"|""""|semper|sem|10/31/2016|sunday|19|9|0|50|North Las Vegas|NV|""""",,
"|""""|Pellentesque|orci|11/22/2018|wednesday|14|9|0|10|Jefferson City|MO|""""",,
"|""""|nisi|a","|02/07/2018|thursday|15|12|0|25|Virginia Beach|VA|""""",
"|""""|semper|tincidunt|10/21/2017|monday|8|21|0|10|Auburn|ME|""""",,
"|""""|et|mauris|11/05/2016|wednesday|19|10|0|50|Harrisburg|PA|""""",,
"|""""|elementum|est|05/30/2016|wednesday|20|13|0|5|Idaho Falls|ID|""""",,
"|""""|in|nunc|10/07/2017|saturday|14|15|0|50|Jefferson City|MO|""""",,
"|""""|eu","|metus|09/10/2018|sunday|11|15|0|25|Rock Springs|WY|""""",
"|""""|tellus.|sem|01/04/2019|friday|10|17|0|50|Virginia Beach|VA|""""",,
"|""""|pharetra|at|08/01/2017|saturday|13|19|0|25|Bangor|ME|""""",,
"|""""|montes",|semper,"|08/03/2016|wednesday|10|16|0|10|Mobile|AL|"""""
"|""""|dui.|vel","|01/21/2019|tuesday|9|20|0|10|Broken Arrow|OK|""""",
"|""""|Mauris|enim","|12/13/2016|wednesday|8|16|0|5|Rochester|MN|""""",
"|""""|interdum.|dolor|10/15/2016|tuesday|12|21|0|50|Virginia Beach|VA|""""",,
"|""""|Integer|libero.|03/15/2019|thursday|18|14|0|50|Lowell|MA|""""",,
"|""""|erat","|non|03/12/2017|monday|9|9|0|50|Sterling Heights|MI|""""",
"|""""|Donec|ante|05/26/2017|friday|12|21|0|25|Topeka|KS|""""",,
"|""""|magna.|Ut|10/10/2016|saturday|14|21|0|10|Laramie|WY|""""",,
"|""""|eleifend|pellentesque|06/10/2018|monday|19|14|0|25|Des Moines|IA|""""",,
"|""""|congue|Vestibulum|03/21/2016|saturday|9|9|0|10|Gillette|WY|""""",,
"|""""|et",|aliquet,"|01/05/2019|tuesday|18|17|0|5|Kansas City|MO|"""""
"|""""|dui|elit","|02/06/2016|tuesday|14|10|0|5|Los Angeles|CA|""""",
"|""""|et|nec","|02/27/2019|saturday|12|10|0|5|Butte|MT|""""",
"|""""|mollis|et|04/13/2019|thursday|12|21|0|5|Baton Rouge|LA|""""",,
"|""""|nonummy|vehicula|03/21/2017|friday|17|21|0|5|Denver|CO|""""",,
"|""""|Nulla|elit.|02/05/2017|tuesday|20|16|0|50|Shreveport|LA|""""",,
"|""""|libero|faucibus|04/02/2017|tuesday|17|10|0|10|Phoenix|AZ|""""",,
"|""""|enim|vulputate|12/16/2018|friday|20|11|0|25|Olympia|WA|""""",,
"|""""|amet","|massa|11/20/2017|saturday|12|18|0|50|Fort Wayne|IN|""""",
"|""""|sit|dui|04/11/2018|monday|14|12|0|50|Independence|MO|""""",,
"|""""|Proin|Sed|03/16/2019|thursday|14|21|0|25|Cedar Rapids|IA|""""",,
"|""""|ornare","|Aenean|04/13/2017|sunday|19|21|0|25|Covington|KY|""""",
"|""""|id","|scelerisque|05/21/2018|wednesday|8|18|0|10|West Valley City|UT|""""",
"|""""|convallis|dolor","|06/28/2017|wednesday|9|14|0|10|Chattanooga|TN|""""",
"|""""|egestas|Sed|12/06/2018|monday|13|17|0|50|Metairie|LA|""""",,
"|""""|nulla.|venenatis|03/24/2019|tuesday|9|19|0|10|Saint Louis|MO|""""",,
"|""""|sed|ipsum|02/11/2019|saturday|11|14|0|50|Pocatello|ID|""""",,
"|""""|dictum|Vestibulum|03/07/2019|thursday|10|17|0|10|Memphis|TN|""""",,
"|""""|primis|turpis|05/06/2018|wednesday|8|17|0|25|Tucson|AZ|""""",,
"|""""|vitae|blandit.|09/25/2017|thursday|16|13|0|25|Norman|OK|""""",,
"|""""|aliquet.|odio|02/26/2019|wednesday|11|15|0|25|Mesa|AZ|""""",,
"|""""|luctus|aliquam|08/27/2018|tuesday|14|21|0|25|Allentown|PA|""""",,
"|""""|sit|Praesent|04/15/2016|thursday|18|15|0|25|Columbus|OH|""""",,
"|""""|vulputate","|Aenean|05/22/2018|tuesday|10|10|0|5|Hilo|HI|""""",
"|""""|pretium|vitae|07/11/2016|saturday|17|19|0|25|Eugene|OR|""""",,
"|""""|pellentesque","|natoque|09/18/2017|sunday|20|21|0|25|Hattiesburg|MS|""""",
"|""""|Morbi|gravida|01/12/2016|tuesday|19|18|0|5|Boise|ID|""""",,
"|""""|feugiat.|metus|10/19/2017|sunday|10|15|0|50|Rutland|VT|""""",,
"|""""|metus|porttitor|01/17/2016|monday|10|11|0|50|Naperville|IL|""""",,
"|""""|vulputate|accumsan|02/17/2017|saturday|19|11|0|50|Owensboro|KY|""""",,
"|""""|luctus.|a|05/12/2016|friday|19|16|0|25|Covington|KY|""""",,
"|""""|libero|Aliquam|09/12/2016|monday|18|12|0|50|Essex|VT|""""",,
"|""""|augue.|felis|04/17/2018|friday|18|16|0|10|Rockford|IL|""""",,
"|""""|ligula|mi.|09/20/2016|monday|13|14|0|5|Los Angeles|CA|""""",,
"|""""|eget|orci.|04/19/2018|saturday|13|18|0|5|Lincoln|NE|""""",,
"|""""|ultrices.|per|05/24/2016|sunday|11|14|0|10|South Bend|IN|""""",,
"|""""|pede|imperdiet|04/21/2017|wednesday|11|20|0|25|Hattiesburg|MS|""""",,
"|""""|sed|id|03/19/2016|friday|11|16|0|25|Salt Lake City|UT|""""",,
"|""""|dictum|Etiam|03/14/2017|friday|20|18|0|50|Los Angeles|CA|""""",,
"|""""|Nulla|risus.|02/11/2017|saturday|8|9|0|25|Grand Rapids|MI|""""",,
"|""""|Mauris|consectetuer|12/30/2018|tuesday|14|12|0|50|Montpelier|VT|""""",,
"|""""|euismod|tempor","|02/21/2016|wednesday|12|11|0|10|San Antonio|TX|""""",
"|""""|orci|massa.|01/02/2017|monday|10|17|0|10|Duluth|MN|""""",,
"|""""|lectus","|tristique|01/12/2016|wednesday|12|12|0|10|Aurora|IL|""""",
"|""""|gravida.|faucibus|07/18/2018|wednesday|20|10|0|10|Bellevue|WA|""""",,
"|""""|Nunc|ante.|04/30/2018|thursday|16|11|0|50|Mesa|AZ|""""",,
"|""""|libero|libero.|09/16/2016|tuesday|10|22|0|25|Norman|OK|""""",,
"|""""|Proin|rutrum|11/27/2018|tuesday|18|13|0|25|Richmond|VA|""""",,
"|""""|Aliquam|vel","|01/13/2017|monday|11|16|0|50|Columbia|MO|""""",
"|""""|non","|sodales|09/12/2017|saturday|16|15|0|5|Naperville|IL|""""",
"|""""|Quisque|Suspendisse|07/22/2018|sunday|16|15|0|5|Richmond|VA|""""",,
"|""""|tellus|fermentum|03/06/2019|tuesday|16|16|0|5|Dallas|TX|""""",,
"|""""|natoque|sodales|06/04/2016|thursday|10|22|0|10|Grand Rapids|MI|""""",,
"|""""|lacus.|tempor|03/06/2017|thursday|17|21|0|50|Provo|UT|""""",,
"|""""|nulla|magna.|08/13/2018|tuesday|11|11|0|25|Fort Collins|CO|""""",,
"|""""|in","|arcu.|08/18/2018|sunday|14|11|0|10|San Antonio|TX|""""",
"|""""|consectetuer|Nunc|08/23/2017|tuesday|20|22|0|5|Casper|WY|""""",,
"|""""|ligula.|malesuada|12/13/2018|thursday|9|9|0|25|Lafayette|LA|""""",,
"|""""|Morbi|massa|09/17/2016|friday|8|14|0|50|Olympia|WA|""""",,
"|""""|vel","|euismod|02/20/2019|sunday|8|10|0|10|Phoenix|AZ|""""",
"|""""|non|aliquam|01/29/2019|wednesday|12|14|0|25|Tallahassee|FL|""""",,
"|""""|mollis.|tincidunt|08/10/2016|friday|13|14|0|25|Tallahassee|FL|""""",,
"|""""|neque|diam.|03/27/2017|tuesday|15|22|0|50|Miami|FL|""""",,
"|""""|velit|sem|03/19/2018|saturday|9|11|0|50|Reading|PA|""""",,
"|""""|Cum|morbi|02/24/2019|tuesday|17|19|0|50|Cheyenne|WY|""""",,
"|""""|nec|lobortis|10/14/2016|saturday|16|20|0|25|Chicago|IL|""""",,
"|""""|tempus|Fusce|09/22/2016|friday|17|16|0|25|Spokane|WA|""""",,
"|""""|placerat|mus.|03/11/2017|thursday|17|17|0|50|Tucson|AZ|""""",,
"|""""|convallis|odio|02/21/2019|wednesday|10|18|0|10|Bangor|ME|""""",,
"|""""|nec|erat","|03/09/2017|sunday|16|12|0|10|Springdale|AR|""""",
"|""""|lectus|Vestibulum|07/07/2018|monday|10|20|0|50|Saint Louis|MO|""""",,
"|""""|luctus|eu|02/26/2018|wednesday|15|21|0|10|Flint|MI|""""",,
"|""""|enim","|elementum|08/15/2018|thursday|10|22|0|5|Cleveland|OH|""""",
"|""""|Cras|magna.|02/19/2017|saturday|9|12|0|5|Denver|CO|""""",,
"|""""|magna.|Integer|05/27/2018|saturday|18|10|0|25|Chesapeake|VA|""""",,
"|""""|et|neque|04/10/2016|monday|9|16|0|25|South Burlington|VT|""""",,
"|""""|ad|amet","|12/11/2016|saturday|17|14|0|10|Owensboro|KY|""""",
"|""""|Phasellus|gravida|10/30/2016|monday|20|21|0|10|Mesa|AZ|""""",,
"|""""|justo.|tincidunt|01/18/2018|thursday|10|16|0|5|Jefferson City|MO|""""",,
"|""""|adipiscing|ullamcorper|01/30/2018|friday|14|15|0|50|Fairbanks|AK|""""",,
"|""""|sapien.|ipsum|08/22/2018|thursday|8|13|0|25|Norfolk|VA|""""",,
"|""""|ipsum|arcu|04/15/2018|tuesday|19|10|0|25|Bridgeport|CT|""""",,
"|""""|egestas|aliquet","|03/25/2016|saturday|12|12|0|25|South Burlington|VT|""""",
"|""""|at","|ligula.|12/02/2017|thursday|13|20|0|5|Springfield|MA|""""",
"|""""|odio|varius|08/24/2016|wednesday|17|10|0|50|Oklahoma City|OK|""""",,
"|""""|gravida|lorem|02/03/2019|wednesday|12|13|0|10|Hillsboro|OR|""""",,
"|""""|tincidunt","|egestas.|03/01/2017|saturday|18|10|0|25|Topeka|KS|""""",
"|""""|ut|diam|07/13/2016|friday|16|15|0|5|Reading|PA|""""",,
"|""""|dui.|nunc|10/08/2018|saturday|17|12|0|10|Augusta|ME|""""",,
"|""""|pretium|aliquam","|01/10/2018|monday|10|22|0|50|Jackson|MS|""""",
"|""""|sit|Integer|07/22/2018|sunday|10|20|0|5|Rochester|MN|""""",,
"|""""|in|magna|07/23/2017|tuesday|17|21|0|10|Evansville|IN|""""",,
"|""""|magna|est.|02/22/2016|friday|19|14|0|25|Chicago|IL|""""",,
"|""""|tortor.|erat|05/31/2017|saturday|18|13|0|25|Kansas City|KS|""""",,
"|""""|sagittis.|eu|02/01/2018|sunday|12|17|0|25|Lowell|MA|""""",,
"|""""|Ut|ligula.|12/04/2017|wednesday|11|14|0|25|Minneapolis|MN|""""",,
"|""""|enim|non|12/15/2018|monday|9|16|0|5|Duluth|MN|""""",,
"|""""|odio.|molestie|05/29/2017|tuesday|19|16|0|10|Montpelier|VT|""""",,
"|""""|interdum.|tortor|05/11/2017|sunday|8|20|0|5|Jacksonville|FL|""""",,
"|""""|egestas|vel|05/29/2018|saturday|12|11|0|25|Missoula|MT|""""",,
"|""""|Lorem|morbi|05/17/2017|thursday|13|22|0|25|Dallas|TX|""""",,
"|""""|lacus.|sed","|01/31/2016|monday|15|17|0|10|Idaho Falls|ID|""""",
"|""""|dui.|convallis|04/11/2018|wednesday|14|9|0|10|Pike Creek|DE|""""",,
"|""""|ultricies|amet|01/13/2019|sunday|15|14|0|10|Virginia Beach|VA|""""",,
"|""""|pede.|elementum|05/28/2018|saturday|15|20|0|50|Bangor|ME|""""",,
"|""""|molestie|imperdiet|11/14/2016|tuesday|9|21|0|50|Owensboro|KY|""""",,
"|""""|metus.|sit|04/02/2016|sunday|17|9|0|10|Mobile|AL|""""",,
"|""""|quis|nibh|01/02/2017|wednesday|8|17|0|5|Kearney|NE|""""",,
"|""""|nulla.|elit.|11/08/2018|monday|12|16|0|50|San Diego|CA|""""",,
"|""""|condimentum.|tristique|10/25/2017|monday|17|14|0|50|Dallas|TX|""""",,
"|""""|id|consectetuer|09/05/2018|tuesday|12|11|0|5|Tuscaloosa|AL|""""",,
"|""""|dignissim|Nulla|02/19/2017|friday|12|9|0|10|Harrisburg|PA|""""",,
"|""""|Nunc|Sed|12/24/2016|wednesday|15|11|0|10|Racine|WI|""""",,
"|""""|dolor|ultrices.|06/14/2017|monday|15|12|0|10|Tuscaloosa|AL|""""",,
"|""""|nec","|ultrices.|09/15/2018|sunday|9|15|0|10|Little Rock|AR|""""",
"|""""|lacus.|Lorem|08/30/2016|monday|15|9|0|50|Omaha|NE|""""",,
"|""""|cursus|mi","|08/24/2018|thursday|9|17|0|25|Reading|PA|""""",
"|""""|semper|libero|01/15/2019|wednesday|12|15|0|5|Bellevue|NE|""""",,
"|""""|neque.|Donec|03/01/2017|tuesday|16|17|0|10|Austin|TX|""""",,
"|""""|tempus|lacus.|03/01/2019|monday|14|13|0|25|Gillette|WY|""""",,
"|""""|Fusce|id|07/25/2017|wednesday|17|19|0|25|Fort Collins|CO|""""",,
"|""""|iaculis|orci","|09/06/2016|saturday|18|11|0|50|Fort Collins|CO|""""",
"|""""|cursus|ridiculus|05/15/2018|monday|13|11|0|50|Helena|MT|""""",,
"|""""|Donec|nisl.|10/06/2017|wednesday|17|14|0|5|Gillette|WY|""""",,
"|""""|tincidunt|mauris|08/07/2016|thursday|15|19|0|5|Tucson|AZ|""""",,
"|""""|velit.|eget|12/25/2016|friday|14|17|0|50|Baton Rouge|LA|""""",,
"|""""|sit|ipsum.|04/11/2016|sunday|20|22|0|5|Norfolk|VA|""""",,
"|""""|vestibulum|Vivamus|09/11/2016|sunday|20|9|0|5|Fayetteville|AR|""""",,
"|""""|imperdiet|Aliquam|04/16/2017|thursday|11|9|0|50|Rockford|IL|""""",,
"|""""|aliquet|facilisis|07/07/2017|friday|19|9|0|10|Billings|MT|""""",,
"|""""|diam|dictum|06/14/2016|wednesday|8|14|0|10|Biloxi|MS|""""",,
"|""""|Donec|libero|12/20/2017|sunday|19|18|0|25|Lewiston|ME|""""",,
"|""""|arcu.|a","|01/16/2019|tuesday|12|22|0|10|Clarksville|TN|""""",
"|""""|amet|volutpat|02/03/2017|wednesday|16|14|0|10|Allentown|PA|""""",,
"|""""|Cras|Aenean|02/17/2017|saturday|12|9|0|5|Flint|MI|""""",,
"|""""|purus",|a,"|01/16/2017|thursday|15|17|0|10|San Diego|CA|"""""
"|""""|In|lorem|04/15/2018|saturday|14|10|0|50|Bangor|ME|""""",,
"|""""|non|rhoncus.|12/26/2017|thursday|9|10|0|25|Hillsboro|OR|""""",,
"|""""|mollis.|nunc","|01/19/2016|friday|11|17|0|25|Savannah|GA|""""",
"|""""|torquent|sollicitudin|06/05/2017|sunday|18|17|0|5|Richmond|VA|""""",,
"|""""|vitae|fringilla","|06/07/2017|wednesday|17|19|0|50|Jacksonville|FL|""""",
"|""""|odio|ornare","|08/02/2017|saturday|13|22|0|50|Provo|UT|""""",
"|""""|vel|Aliquam|05/06/2018|tuesday|16|14|0|25|Kenosha|WI|""""",,
"|""""|felis.|eget|01/06/2016|tuesday|16|17|0|25|Annapolis|MD|""""",,
"|""""|Vestibulum|dolor.|12/26/2018|thursday|12|19|0|10|Metairie|LA|""""",,
"|""""|est|Duis|06/12/2016|saturday|17|19|0|5|Richmond|VA|""""",,
"|""""|mauris|et","|06/20/2018|tuesday|20|10|0|5|Chicago|IL|""""",
"|""""|accumsan|ligula.|04/22/2016|tuesday|13|12|0|25|West Valley City|UT|""""",,
"|""""|id|eleifend|12/24/2018|thursday|12|17|0|50|Colchester|VT|""""",,
"|""""|cubilia|nunc|10/17/2018|thursday|14|15|0|50|Provo|UT|""""",,
"|""""|vulputate","|vestibulum.|09/10/2017|monday|15|11|0|25|Warren|MI|""""",
